phone_normalized,wdc_subject_count,sample_values,sample_subjects
065122754442275896,11,"0651-2275444,2275896",_:n82d05c598a684a3bb13615068d134c78xb2 | _:na99189c412cf4c4d82623122b3adf4b4xb2 | _:n8c6d499904724d228c73c07f615abe24xb2 | _:nccf1dc46bd4f46848ddd3c9e96cf1706xb0 | _:nd22315ca5cec48df9fca56a35d3120cdxb0
2026876111,11,Phone: 202-687-6111,_:node1ifdheb13x3940085 | _:node1ifdgf3r3x1423426 | _:node1ifdirsu5x3880349 | _:node1ifdgf12ax1404662 | _:node1ifdgf86px1337815
2026876359,11,Phone: 202-687-6359,_:node1iffsrh51x18573104 | _:node1iffsdesex16181092 | _:node1iffv176mx6580050 | _:node1iffv1857x1616246 | _:node1iffutm9ux18798776
2026876765,11,Phone: 202-687-6765,_:node1ifdmhr87x14133680 | _:node1ifdnm95bx8576531 | _:node1ifdn1o88x3825932 | _:node1ifdssft1x6176207 | _:node1ifdn1o01x13586931
4105168171,11,4105168171 | (410) 516-8171,_:n9a1d9b0ec7b2491ca5c14d5f74113d8fxb0 | _:ncf307849ba5848b5bebeb6ab272202cexb0 | _:n9278973032bc419e82291ae22b10b734xb0 | _:n4fb10d7af4fa4c0ca22244623441cf2dxb0 | _:n555008bcc9fc4079bb0a611ad10f74b2xb0
416491505022,11,416.491.5050 ext. 22,_:n43357c23d12646b6955b6a08e562ec85xb0 | _:n83da4ebf55a242cc9a749031d16c1cc0xb0 | _:nfa6ff046a35c41649394620ea54d2699xb0 | _:nd204c405ae05412b8d6e8d7db5d786a6xb0 | _:n559332b5b52d4b1c828884b5a7dc009exb0
8335540603,11,833-554-0603,_:n8f7758da11594cb19cf1de462defdb58xb3 | _:n8d04906728c947d48c0a4b5986642b06xb5 | _:n26a9d0c768ef43f390f2b4a2a168f7b6xb5 | _:n05d78648a4494e379212315e13fded4exb3 | _:n0dd83e1b1dcf42889db385d9c823e718xb3
+12104363126,10,+1-210-436-3126,_:node1ifg69uqdx236915 | _:node1ifg5vbf2x210666 | _:node1ifg4tc91x217887 | _:node1ifg8ab5fx2673761 | _:node1iffv0v7tx2769731
+12143781500,10,+1-214-378-1500,_:n14c42daf06184521a8652fb172640debxb0 | _:n7ea3615010494569811d8f4611598f98xb0 | _:nadaa598d672a4d63ba7dbe1d7a75ae78xb0 | _:n4654346b903e40e69870e173aef73f9bxb0 | _:n3b2d73a119e4410dab14c21ba7e367afxb0
+18552300555,10,+1-855-230-0555,<http://enjtgm.calgaryapp.com/> | <http://pa3.casasboricua.com/> | <http://khlpat.cjwl365.net/> | <http://xjogcu.game7722.com/> | <http://goqw.letaoyizs.com/>
+4401524594150,10,\r\n            +44 (0)1524 594150\r\n        ,_:node1ifdi8021x4520955 | _:node1iffoicjux7405489 | _:node1iffuttjsx7194874 | _:node1ifgc6vojx4862726 | _:node1ifdi826nx2093496
+441162522522,10,+44 (116) 252 2522 | +44 116 252 2522,_:n043abcd42531448098e36d49cc1807a8xb0 | _:node1ifepnagkx2310219 | _:n721b355937c740518bbda2d04049edd4xb0 | _:node1iffvo6chx7350401 | _:n4b5dc84d3e8c4c5a8ee90bd00798855bxb0
+441213315000,10,+44 (121) 331 5000 | +44 121 331 5000,_:n14dfe3972db245d989f058a7f6767c3dxb0 | _:node1iferntdcx4795663 | _:n61338538c4064d3c938961fcaf5b07dcxb0 | _:node1ife3r7avx57392344 | _:n604b2ca42fef4d2a96090871077382eaxb0
+493641401000,10,+493641401000,_:n8a14d81c58a442efa292bda94988afeaxb0 | _:n157f738599e1483eb36a393a7f7b8f7exb0 | _:ncf3902c02045425b819764e03e272bfdxb0 | _:n269a85f6ddbc449a94650537a1e439e7xb0 | _:n41e46958ca2744449b9f88544eaa8939xb0
+56229771652,10,+56 229771652 | +56229771652,_:node1ifebbtbax13473140 | _:node1ife5c7jax25810535 | _:node1ifed7udcx3618372 | _:node1ifefbnsex1112860 | _:node1ifec7q4dx8585743
+919560307105,10,+91 9560307105,_:n2e26729325e64fdc8a22a0969ad75067xb0 | _:n74276fea2fa54667975631a70f891ae6xb0 | _:n0429072e888a4ccb9b745732bd832caexb0 | _:ndec8702f25d54c36a784d9b18461b5d0xb0 | _:nb893de59a4114a21858b7e94f6afef54xb0
02228035200,10,02228035200,_:n25a86201b4904891b8a46b2d6c27ae80xb0 | _:neba08b201cdc4c4f93a4e29a2a297e77xb0 | _:n284c84926a40479b8db23743734bb60exb0 | _:nf121c6c1d35347d7b4ddd4b3973cfc93xb0 | _:n8b731e64f9114773be2c7803e2713783xb0
0338146936,10,03-3814-6936,_:n359f9f75657740f093931759100e2a37xb0 | _:n61c82f7014fe486690deab7f90ed8877xb0 | _:n2563876d395243808ff43336801235e8xb0 | _:n947e74f1e50541938c8836dd2afeb257xb0 | _:nd152ac4fe48f43bb8365875350b8a604xb0
2024443400,10,Phone: 202-444-3400,_:node1ifernimlx3698219 | _:node1ifelpuhux13465210 | _:node1ifernranx1323230 | _:node1ifenc53ex13797803 | _:node1ifenc8l0x8698454
2026873726,10,Phone: 202-687-3726,_:node1ifd4q3rfx10462449 | _:node1ifd0kj71x12744439 | _:node1ifd4prsrx10428694 | _:node1ifd3s637x3056123 | _:node1ifd0kbemx20641643
2026877136,10,Phone: 202-687-7136,_:node1ifepnar9x3215617 | _:node1iferni4rx864615 | _:node1ifenc7qsx15852292 | _:node1ifelq264x15612334 | _:node1ifefhh10x33158194
51484824243,10,"514-848-2424, ext. 3",_:na0069bc4a91e4d20aa306c2aa7e6c457xb3 | _:n70d57bdf36394be4a6838ea8f7e4fe89xb0 | _:nd56a1d74862449518c013dad26d8868fxb0 | _:nea1441edfc2144f98f28e5642adde2acxb0 | _:nc0d9a6dd49874c7db603994a7ea54ecbxb0
5192533000,10, (519) 253-3000 ext.,_:n54486e2e3dcd4d869b39bb7ca2308346xb0 | _:na99676cc352644fbbb4897eacade215cxb0 | _:n8a82a47086b740ebbe3fed8e0376d9a2xb0 | _:n0a4e8fc3e8434d70a9b61d8978218781xb0 | _:nb136bc22ddaf41a794721acb91e55639xb0
8586354357,10,858-635-4357,<http://dcdhox.b7bys.com/campus-locations/san-diego> | <http://www.0786cj.com/campus-locations/san-diego> | <http://qggnsb.espoirholic.com/campus-locations/san-diego> | <https://www.alliant.edu/campus-locations/san-diego> | <http://niaybl.twhz.net/campus-locations/san-diego>
+12059291000,9,+1 (205) 929-1000,<https://www.miles.edu/@milescollege> | <https://www.miles.edu/admissions-aid-admitted-students/@milescollege> | <https://www.miles.edu/departments-programs/@milescollege> | <https://www.miles.edu/news/@milescollege> | <https://www.miles.edu/person/@milescollege>
+14122682000,9,+1-412-268-2000,<http://www.adelinebathchoice.net/news> | _:n49e1f0b0d4434aec914902ce9dac0334xb0 | _:n58efa945f5294e4e9af7b3be2dc43d05xb0 | _:n3dd371fbe2fe40fdb2f5df6447587aa5xb0 | _:nf83ced2684c14bd5ba11d32c17b48249xb0
+4402084115555,9,+44 (0)20 8411 5555,_:n41d660a02d234d15980235a750477a5dxb0 | _:n223a3b51c5f04193a8f625c26b5a7ca5xb0 | _:n475742adef824ac2ad3f227cf1e1bccaxb0 | _:na8099f991e9b416989f15abc60564892xb0 | _:na18ba2dd53034dc58e8d9401f30b857dxb0
+442083923000,9,+44 (20) 8392 3000 | +44 20 8392 3000,_:n9d18dd9e1b8443b68d676c044113d5ebxb0 | _:node1ifd4q0hix9932348 | _:nf2462e8ee9944e758583c84a23521c5exb0 | _:node1iffutp1dx24579775 | _:n09df85b3b9594eb5ac94995bd2dc4bf5xb0
+442084179000,9,+44 (20) 8417 9000 | +44 20 8417 9000,_:nd7e73fcc6aee41adba86059d85f6221exb0 | _:node1ifdnm95bx4747738 | _:node1iff9in4jx2389973 | _:node1iff0r15cx63969654 | _:node1iff0qo48x31588135
+442920416070,9,+44 (29) 2041 6070 | +44 29 2041 6070,_:n2a433e6bfd5a4dd3a843011a1e747ed1xb0 | _:node1ifev9te9x19673335 | _:nf38aeee0df8a412d91762e0bfabab928xb0 | _:node1ifd4ptf1x9761804 | _:node1iffc2296x10001588
+443455760101,9,+44 345 576 0101,_:node1iffutj8px19580362 | _:node1ifd0tb8tx22205227 | _:node1iffdmjlbx4832348 | _:node1ifdmh4f9x9636747 | _:node1ifev9te9x39406161
+4934197108,9,+4934197108,_:n64e3eb3136964d93a67f84c4697dbcf2xb0 | _:n3b3683ffcb8748739404a76c4b98ec18xb0 | _:n248f946cdd9f407c9c1037446aa6c8c0xb0 | _:n7078c9f5a79e4d9aa54d604992e8264exb0 | _:n73b878a35b7a4334b0b2d850c01ba62fxb0
+61296859280,9,+61 2 9685 9280,_:n14c5491c81994b7581468123a8efe658xb0 | _:n2016de11b2b04bb0b6703160025329e2xb0 | _:n56b508e7df9d46d4bce0283079f7bb5axb0 | _:na65f743ddfbf44b7b3791c06c59b2aa7xb0 | _:n95610a9df6dc4cc2a6bcc015ce9b13a6xb0
+61298507346,9,+61 2 9850 7346,_:n2b13f1c7552a4490bf8e3265df63abf6xb0 | _:n7b3189426ee1464792f8e29beda50ec8xb0 | _:n59cda19ae32f4bf4b27f984f613b445exb0 | _:n716013e5dd7c4a178fdbaba15749286axb0 | _:n284411c462f2497ca07e7a62b4adadf4xb0
+74951113858,9,+7 (495) 111-38-58,_:node1ifgbrrm1x1527702 | _:node1ifg4slpjx19422448 | _:node1ifg4slpjx19422449 | _:node1ifgbasbpx2766458 | _:node1ifgbasbpx2766459
+918645931111,9,+918645931111,_:n2cc4b152c33b4749998128a8a76578c5xb0 | _:n7708c62eac114de9bbefd5d0da2014caxb0 | _:n832b41b1eb514a9f85aa21cb28a88f1fxb0 | _:n18a25e1553b644f5bf5ccadb59c92b1fxb0 | _:nc7a7d439f0ab45c8bb2259afc2a78005xb0
01223333308,9,01223 333308,_:n2c9aeaed86854286bbd2c428c9e5c592xb0 | _:nff7bcfd3d88440a68c8eb8a0bdd2b4c5xb0 | _:n3d5dc1a13d8d4cbbafc34f1a6318b641xb0 | _:ne6467e95e7034df09a0deb78579c4badxb0 | _:n4002dd9c28264f43b293494a84a86ee1xb0
0332034333,9,03-3203-4333,_:na4532723f0d74bc28cfb4dd460179dc4xb0 | _:n3cd71d7253a5488fa2151c56086687ccxb0 | _:na4214c8882fc4c21858cb685ceaeb07exb0 | _:n8a10dfa6384f4341bcdfb4d56465e214xb0 | _:n436872724a004c12baa5c4f52640edcbxb0
0663005767,9,06-6300-5767,_:n1c4ec9c9d243457d964a0dd06a927da6xb0 | _:nac8f3ab759ca499eb35a2da1cdb6df36xb0 | _:n45157e25e9b54bf68df250cd6f6b4e09xb0 | _:n1b0193e68e174b0cafc874efdf1bfa10xb0 | _:n218e93ef5226409da1c09c76f5ec7896xb0
0757537531,9,075-753-7531,_:ne9b113d23bb6478f8d39a69fab0b21f1xb0 | _:n9668d39bc1534a7493912f38e4a63ddfxb0 | _:n8b1ec566811848b38ded260544a73a9exb0 | _:nc60085dd4e464a13b1a2cf66892ce5bbxb0 | _:n1209cc9f32594bed8187ade06b79de28xb0
092432004,9,09 243 20 04,<https://hogent-shop.be/www.hogent-shop.be#creator> | <https://hogent-shop.be/aanbod/gadgets/www.hogent-shop.be#creator> | <https://hogent-shop.be/aanbod/geschenken/www.hogent-shop.be#creator> | <https://hogent-shop.be/aanbod/kledij/petten/www.hogent-shop.be#creator> | <https://hogent-shop.be/aanbod/kledij/sokken/www.hogent-shop.be#creator>
18004196655,9,18004196655,_:nada1bfde5da7441fa38f80842b558a3cxb0 | _:n7cef80d279504f4fb409ba58dcbea55bxb0 | _:ne863c818f1e445a9ab440b92aa8ab100xb0 | _:n7c847eab1a51424da9fdb653f8014241xb0 | _:nededfa3efddc4ca7b8b58c63f3223382xb0
18888434333,9,1 888 843-4333,_:node1ifflftipx5301203 | _:node1ifflmpmix327638 | _:node1ifdmt7k8x2425699 | _:node1ifdmtdrqx12028703 | _:node1ife776jmx32701628
2012163679,9,201.216.3679,_:n0461ee28db13427696056fd49d45f339xb0 | _:n8ed000e5ec6d4771b7bcdfa332b59fb3xb0 | _:ne0c47cd736ab4489b40b5accccf6cab7xb0 | _:n5a3c17fcd3f64b83ad5942aeb2f48dc1xb0 | _:n3a9badb665ff404cacef388472811e60xb0
2026873730,9,Phone: 202-687-3730,_:node1ifg2hk91x1173037 | _:node1ifg57qt9x1196616 | _:node1iffv194ex8882565 | _:node1iffv1674x8704484 | _:node1ifg57pb5x3574271
2026877023,9,Phone: 202-687-7023,_:node1ifdgoahex6206516 | _:node1ifdirsu5x1306088 | _:node1ifdh8jkox3760563 | _:node1ifd6l9tmx30474060 | _:node1ifdirsu5x1321871
2034329004,9,(203) 432-9004,_:n909222afe2204dffadc316f9e38f4199xb0 | _:n878b1df693944c7eaa0ed3df2b993ca2xb0 | _:n710b7941f54f42ef960bd69c79cc7611xb0 | _:n11e8aa306a024b67b67f2f831e79ef02xb0 | _:na31f086d092b4c268578a8b550e03a4axb0
2039327475,9,2039327475 | 203 932 7475,_:n94b0d4b8dc194e20a72b0f17a64cae63xb0 | _:n3c9177ca83274642a417a831aeff9de7xb0 | _:n90594e8077054bf4bf3e946aa200ad60xb0 | _:nda47c939589a4a1dade4def6c5bbb183xb0 | _:n7e375da2fc1b43978197d4a589731ab3xb3
2104850099,9, (210) 485-0099,_:node1ife8e9ijx13352041 | _:node1ife8e9ijx13352045 | _:node1ifdmh00nx13137045 | _:node1ifdmh00nx13137047 | _:node1ifdmh00nx13137050
3123246002,9,312-324-6002,_:nb1b35ff8cba34166bb97c629453cdc10xb3 | _:neb5c5fe45e1a432eb7d602e5c276ab07xb3 | _:n1710972b442443b8a0bdd1fca584cc52xb3 | _:n937b101f68494368803f2515a111e196xb3 | _:nb51ea5d87bc14e29b7376fc50767c8baxb4
3125673020,9,3125673020,_:ne7b5a11975934f7bb81ab57b5c73e947xb3 | _:n1085232941a94a178f70a3e4eefb9daexb0 | _:n33da50851cc24c33b92b54389609b880xb0 | _:n3e69f32a9c394ad0a8bc4c5911d3a2c7xb0 | _:nb80177fe32034c0bb72eacba32a49662xb0
3375374465,9,337-537-4465,_:nca171f352bb94c119e3210a124d23612xb0 | _:n12602ac63a1d47219699a842a3466ff0xb0 | _:n9e020a86b1b343cb95497ac17c0aff7fxb0 | _:nc5c287577fd54fb980b48df3cc685af1xb0 | _:ne12adbc8371847648e79e0fb19e9a38dxb0
4159552100,9,415-955-2100,<http://dcdhox.b7bys.com/campus-locations/san-francisco> | <http://www.0786cj.com/campus-locations/san-francisco> | <https://www.alliant.edu/campus-locations/san-francisco> | <http://niaybl.twhz.net/campus-locations/san-francisco> | <http://wcyfmo.yestarfilm.com/campus-locations/san-francisco>
5108852880,9,(510) 885-2880,_:n6045adc91eb84bdea8d945a21f6aa2cdxb0 | _:n88f543c8b74e46f5b9ae78ff51a0674fxb0 | _:ne276c71b1d8c45008b30ab303f8f6747xb0 | _:ndaf53a1c6c0944a8b680f9a524b64d6bxb0 | _:nf5265dbc128a431381d987ca09cfbb20xb0
5196612111,9,5196612111,_:nbc9380b34880409e9b1c771a18964848xb0 | _:nd3fa5b652af34d0b98ce43d96fdcf322xb3 | _:n98ed031626e3467cbd3e108b01777e7exb3 | _:n0b4523b7e9b84cae8b3c1d73c03ad351xb0 | _:n36e8a1406b4c46f0882564a1dba4c46axb0
5198244120,9,5198244120 | 519-824-4120,_:nbad6c04c807a47c8bc441d747098b9ddxb0 | _:nd7d183329cc44909ad148f61bad7d078xb3 | _:nd60e771726f24509802d9c58a4cfefa3xb0 | _:n85cae60a25c14a4aa13f021609575c5axb0 | _:nfd520119c0ab40ef83acbc54b77588f8xb0
61733651111,9,61 7 3365 1111,_:nf1d4f01f34a14bfca7a0460bc2fd5cabxb0 | _:n795765eab37c49c7aa482cc2a31981bdxb0 | _:n6e28258d5d294cb2bafc9864c6a8bb9bxb0 | _:n4235f0ab74964fed964310fbce370170xb0 | _:nb88b07274e0f44989c4c9a8a598ba061xb0
8004878839,9,(800) 487-8839,_:n4fc57ac8608940e88e5b7bbf05a01faexb0 | _:n17f22339c3d24fb586e7fa8699ce4f85xb0 | _:n069a3b9fc8b74f7cb24a55add87f6753xb0 | _:nc03b97ccb3bd4bddaa0f546f77c401b4xb0 | _:n002ad00ab8c74edf8ef4ce19dac32fd7xb0
9498332651,9,949-833-2651,<http://dcdhox.b7bys.com/campus-locations/irvine> | <http://www.0786cj.com/campus-locations/irvine> | <http://qggnsb.espoirholic.com/campus-locations/irvine> | <http://niaybl.twhz.net/campus-locations/irvine> | <http://wcyfmo.yestarfilm.com/campus-locations/irvine>
963748552601441660,9,96 374 85 52 · 601 44 16 60,_:node1ifd6l59kx12240483 | _:node1ifd45j53x15222614 | _:node1ifd4q291x14727148 | _:node1ifd0q3gqx24229434 | _:node1ifd0q3gqx24229436
+4401524592465592463,8,\r\n            +44 (0) 1524 592465 or 592463\r\n        ,_:node1ife18bdix9230077 | _:node1iffma0erx4350481 | _:node1ifernim9x36725334 | _:node1ife3qspfx4477964 | _:node1iffua4e8x24151922
+4401582489785,8,+44(0) 1582 489785,_:na1932425b4a24839b64a50f0381100dfxb0 | _:n4717825f281c414082439db07b703ff5xb0 | _:nfd7d200379af4f20803ae451e97e724fxb0 | _:n07f8d891336249e4b2b662663ffaf1fcxb0 | _:nf581c13b35c24eae9cc05e953381f417xb0
+4402088190100,8,+44 (0)208 819 0100,_:n9881ce21cce844aea415b5edb2d80efdxb0 | _:ne225f68e87234d69979b19ac2f2bed7fxb0 | _:nf81df121bc164691bde0294c05eae42cxb0 | _:n632589d8a8204d76a1883b1b9d65acd6xb0 | _:n57bdeaa60dc94e19a6ec5acf3edeb466xb0
+441224272000,8,+441224272000 | +44 1224 272000 | +44 (1224) 272 000,_:nae302e525fe84effa7ed8841973781ebxb0 | _:node1iffviebvx2321398 | _:node1iff0r15cx29208618 | _:node1ife2l669x7173591 | _:n819d971c0176444b988f06f7e153c937xb0
+441517942000,8,+44 151 794 2000,_:node1ifg62dikx2294985 | _:node1ifev9t7dx27486380 | _:node1iffspkugx14705220 | _:node1iffbea9hx7291050 | _:node1iff48efex9764142
+441522882000,8,+44 (1522) 882 000 | +44 1522 882000,_:n6d14fb45c6ee447885022e2afe337aa3xb0 | _:node1ifdq5m02x2304959 | _:node1ifd2m07cx9783603 | _:nbce32b8cf0db45b69f679a8be45984e2xb0 | _:node1iff1n542x9909469
+442076316000,8,+442076316000 | +44 20 7631 6000,_:n39f7f2446aff445fbc70e165e188a979xb0 | _:node1ifduaaijx7203798 | _:node1ifdtq23ox34088130 | _:node1ifdrtp04x22155649 | _:node1ife8p7pqx10027897
+49895476780,8,+49 89 5476780,_:n4034fc82c38c4b91aeb9e2ebb7650acbxb0 | _:n65ec5fab8db943719a02b0b67880069cxb0 | _:n9489a5a0f91b4f55b3580422d9d9af50xb0 | _:nc2d2bd82e69f4a48a46acbb7c1ce8150xb2 | _:n612a285dd4bd4339a70d4dc72ddd999fxb2
+61261255594,8,+61 2 6125 5594,_:nee7287a27e264bd2830a59928ad04176xb0 | _:nc178ce41fc254a848065274c960de082xb0 | _:nee84ce05b8b54258bb2fd5c7501e958exb0 | _:n1da70d12f32541198cf5785af99d5aa3xb0 | _:n979cf8c4427642f0b23c74e5466c1c97xb0
+61288060230,8,+61 2 8806 0230,_:n6c13bbd009a84e3c8ce580ed97acf7b3xb0 | _:n1e854bdadc19440c84de2bb0846951dbxb0 | _:n4fee39cab6d6469990384dfb5aa44142xb0 | _:n9d882f75bda742e69d6bc7a12f8ca4f9xb0 | _:n1830abcc957c45c2ab2417ce8e5a8e2dxb0
+6449202505,8,+64 4 920 2505,_:n4c0ec955354c448096d65e2295d4b50bxb0 | _:n68edc5f18f5840b5b0ba41af4808ae09xb0 | _:n9ab09ef78ac1433b8b2f3d6b667f7ad5xb0 | _:n87b1fe1f318d4f478b4872237a88f867xb0 | _:n902378427eca41ea884128e82b8b1c6cxb0
+912066036700,8,+91-20-66036700,<https://www.pibm.in/CollegeOrUniversity> | _:n22912d42a4f34be88208279c48a8b051xb0 | _:n6f8cc93f30a940a2b62af3240e9694fbxb0 | <https://pibmglobal.com/CollegeOrUniversity> | _:nf96fd0ce460a4698ba507b16bf79fe72xb0
+917350151515,8,+ 91 7350151515,_:n9b08ea756602454db19a889ddd3b0a73xb0 | _:nd184dd85d1d8470d8ecca1bf7a1747bbxb0 | _:n8dc5769f1f9d4ef2a5c4c7bb47316aaaxb0 | _:n3ecffd0f3b144ec6ae24f7932a56267bxb0 | _:na812502a24bc4ea69251ded6a4a8aa8axb0
+919903258812,8,+91 99032 58812,_:nba84962963db49069c4bce593c0beee9xb0 | _:n8aa0946d27304d8fbeb67f4b25872498xb0 | _:nd17359d50c684fc1971fd456ea32572fxb0 | _:n143d3b994c7b475dab32b14ca6bc2e71xb0 | _:nd00cde7c775743de96d8ab4e73bec646xb0
0352758132,8,03-5275-8132,_:n3d04eef945524f58b4c4bb2fc89b36c3xb0 | _:n88b7522081844c03b7642870cb18fa5dxb0 | _:n44e9038abe784c54bc8eb90ef326d5a6xb0 | _:n9524bf56c479415d820e837b4d0fa389xb0 | _:n0fb85d424f3b4a639225474e62a74607xb0
0525898488,8,052-589-8488,_:n43911f723836408c86fb883bc5ef7e0axb0 | _:n06cae1c40ed74360aaf5f9d84426ea14xb0 | _:n36c614ee979a4bb4ad0b8e434b330fc9xb0 | _:n91580a9c62c647a19e8a832b59ca2360xb0 | _:na80f37f8a23a4aa7968c7ea29db18147xb0
0663671261,8,06-6367-1261,_:ncb32050b55d2472abfe7221b0516ebc7xb0 | _:ndf18126565884d84900fa001cba666dexb0 | _:n0ff386aa15cd471db2e82072687c661axb0 | _:nb6a6f780dfaa4aaf95c7f133e46e5610xb0 | _:na8187a2f977f4f0f9cb97e7c88107f11xb0
07712970617,8,07712970617 | 0771-2970617,_:n2e796622b22943beb5db9460555ee372xb0 | _:n9cf4299a42444af19923a2d521331627xb2 | _:n3e7c68c1e215431dbc5d3461f30ee95exb2 | _:n6d82d65befa94510af65c788e7f29285xb0 | _:n768c2639c9e14931ab0b42ac841dc607xb0
2024440924,8,Phone: 202-444-0924,_:node1ifdbnakpx15466788 | _:node1ifdcf2mux13145202 | _:node1ifdgvvtgx3018861 | _:node1ifdgoe30x537578 | _:node1ifdhe8m0x558224
2026871395,8,Phone: 202-687-1395,_:node1ifenc3u3x1045244 | _:node1ifenduqtx6049809 | _:node1ifencamgx6135466 | _:node1ifelq5n1x3474337 | _:node1ifenc6gjx1090374
2026872150,8,Phone: 202-687-2150,_:node1iff0qrikx3174368 | _:node1iff0qr8ax752605 | _:node1ifernlg7x15438982 | _:node1ifepn4mbx20486694 | _:node1iff0qu5cx721384
2026872708,8,Phone: 202-687-2708,_:node1ifdq5fm4x4020457 | _:node1ifdq5mn9x4095563 | _:node1ifdq5j41x1544199 | _:node1ifdnm0pgx1555398 | _:node1ifdn15i8x4136089
2026872736,8,Phone: 202-687-2736,_:node1ifd0rkdmx457889 | _:node1ifd0kkf2x2779714 | _:node1ifd0ke6cx2964553 | _:node1ifd0kauix2903463 | _:node1ifd0kh5sx2831808
2026875138,8,Phone: 202-687-5138,_:node1ifed77imx56405825 | _:node1iff0qmv6x10736094 | _:node1ife77d55x77380241 | _:node1iff1n1ibx1095170 | _:node1iff1n52vx8509257
2026877340,8,Phone: 202-687-7340,_:node1ifeetri3x20636249 | _:node1ife4k0dvx48079770 | _:node1ifehbmvsx13364234 | _:node1ifebbknix30325454 | _:node1ifekl083x4039764
2158987507,8,(215) 898-7507,_:n557b99c5ab354954974a6b5d9333b637xb0 | _:na60cf58f900744bd87b0c56e39caf5b2xb0 | _:n0fa3748e8d564b22bc94bbcdf79f1796xb0 | _:n7aaf3b9114644cad8c35c559ca97aeacxb0 | _:n5e6162af0048405b9e5ff32a7d4728eexb0
4402078483388,8,44 (0) 2078483388,_:ne19af829559b4b25805654352c60b422xb0 | _:n0cc23f7c89024f04ad53e41cce93d964xb0 | _:n4e5a07abeb2a4fce9e8bbdf8a19d1437xb3 | _:n061eaf771d384029aa3c174c74e08165xb0 | _:n8cabc43f2ae54e8ea5492c49200a01a2xb0
442036082401,8,44 20 3608 2401,_:node1iffv152lx7280117 | _:node1ifencfsix44233026 | _:node1iffsem4vx2370948 | _:node1ifd0kemsx15288290 | _:node1iffv0t5mx12374189
5089998604,8,508.999.8604,_:n01b382bb7c984f0dbc017cfca20b2ca9xb0 | _:n3c384347568f409eb53f04a62daa93f0xb0 | _:n9e3c8f110e61494cb85ba7e915059327xb0 | _:n8550a9c3821f49489f62a8f5e303a2aaxb0 | _:n2d5dfcfc32bf47e19089a46fb90d7c57xb0
5594562777,8,559-456-2777,<http://dcdhox.b7bys.com/campus-locations/fresno> | <http://qggnsb.espoirholic.com/campus-locations/fresno> | <https://www.alliant.edu/campus-locations/fresno> | <http://niaybl.twhz.net/campus-locations/fresno> | <http://wcyfmo.yestarfilm.com/campus-locations/fresno>
6082622433,8,608-262-2433,_:n5a817ec2e0594ce2b317463f6b7966f9xb0 | _:nbcf4d1aa350749099be56a73fc409cf5xb0 | _:nbb04588c4b2842229a487013c0e24364xb0 | _:n3e7ec5f398a749faa6740b4274cc1af9xb0 | _:nfb563842befc412c979758b756eab1ecxb0
6262842777,8,626-284-2777,<http://dcdhox.b7bys.com/campus-locations/los-angeles> | <http://qggnsb.espoirholic.com/campus-locations/los-angeles> | <https://www.alliant.edu/campus-locations/los-angeles> | <http://niaybl.twhz.net/campus-locations/los-angeles> | <http://wcyfmo.yestarfilm.com/campus-locations/los-angeles>
7009749103,8,7009749103,_:n80a7b2cbcc644fe2a7b8aafbf9d7751dxb0 | _:nb2373f0001204987a3707d98ec32dc06xb0 | _:n99b5aec481c24dfeb97b7e796c7696c9xb0 | _:n2ffe5cfa352e47ceb1747e38c6dcb96bxb0 | _:n7841fe75c0cd427ba4a6d2f89f37a7aaxb0
7054747600,8,7054747600 | 705.474.7600 | 705 474 7600,_:n381e6cb594f846cfbb5a15257254f5baxb0 | _:nbd86c48e540a48a7a3bb1ba48be0db5bxb0 | _:n1683ab4de3b24e61a97f3a8d7e077a49xb0 | _:nc60b47e23370450eb045b2faf6d557dcxb0 | _:n360a345ae6e540c5b926b6b2c51c569bxb0
7098648000,8,709-864-8000,_:n5f0ddb7a0d1c4857871265850a582ae4xb0 | _:n80161ffc878242839ec73429bf480c04xb0 | _:na97846d9aeb9408b908ebcc697bac842xb0 | _:nfa9de193925248228460c37564b9311cxb0 | _:n31c584843bea4425b49761623f532474xb0
9024575982,8,(902) 457 5982,_:n1c14d83e1f8b4ee28672134158889e45xb0 | _:nd32afc85f3a046dbb6d1e837098473a9xb0 | _:n1e5b84f047034f2f9a5b4260f6fe3895xb0 | _:n45e014024c784cfebe088886a82cf506xb0 | _:n2acbb9489bac454fb3ad9faac3bce6b0xb0
+3226293453,7,+32 2 629 34 53,<https://www.b-phot.org/www.b-phot.org#identity> | <https://www.b-phot.org/alumni/www.b-phot.org#identity> | <https://www.b-phot.org/education/student-life/student-stories/www.b-phot.org#identity> | <https://www.b-phot.org/innovation/www.b-phot.org#identity> | <https://www.b-phot.org/news/www.b-phot.org#identity>
+353214335453,7,+353 21 4335453,_:na972a9d8aab84186aaa90eee9e23d748xb0 | _:n3bf01338b2fa4f40b72ed5cceb3f0aadxb0 | _:n7a3566fbd06141819cc865ef6c894759xb0 | _:ndd5e85fff3f94fabae0fde4573cb17a6xb0 | _:n6bb48a6d072045d581916473b9f34432xb0
+38118529105,7,+381-18-529-105,_:node1iffgg37tx4800718 | _:node1ifdcf2mux29819351 | _:node1ifd0kblvx2137939 | _:node1iff9ijtax22044020 | _:node1ifd3sebux44167185
